,Searched,City,State,Lat,Lng,Restaurant,Category,Transactions,Category 1,Category 2,Category 3,Vegan Options
21,"Ilion village, New York",Ilion,NY,43.0120179,-75.0300154,Lombardo's Pizzeria Plus II,"['Pizza', 'Italian']",['delivery'],Pizza,Italian,,0
22,"Ilion village, New York",Herkimer,NY,43.02534,-74.9872,Asteroga Ale House,"['American (Traditional)', 'Bars']",['delivery'],American (Traditional),Bars,,0
23,"Ilion village, New York",Frankfort,NY,43.03877,-75.07084,Friendly Bake Shop,"['Donuts', 'Bakeries']",['delivery'],Donuts,Bakeries,,0
24,"Ilion village, New York",Frankfort,NY,43.037607,-75.069341,Fratello's Pizzeria,"['Italian', 'Pizza']",['delivery'],Italian,Pizza,,0
25,"Ilion village, New York",Ilion,NY,43.019781,-75.028982,Voss Bar BQ,"['Hot Dogs', 'Burgers', 'Barbeque']",[],Hot Dogs,Burgers,Barbeque,0
26,"Ilion village, New York",Frankfort,NY,43.0283299,-75.05959,Brass Tack Restaurant,['American (Traditional)'],['delivery'],American (Traditional),,,0
27,"Ilion village, New York",Ilion,NY,43.01003,-75.0404,Flat Iron Pizza,['Pizza'],[],Pizza,,,0
28,"Ilion village, New York",Herkimer,NY,43.02302,-74.98885,Woody's Ice Cream Place,['Ice Cream & Frozen Yogurt'],[],Ice Cream & Frozen Yogurt,,,0
29,"Ilion village, New York",Herkimer,NY,43.0250552470936,-74.9871911377624,Dominick's Deli,"['Delis', 'Coffee & Tea', 'Breakfast & Brunch']",['delivery'],Delis,Coffee & Tea,Breakfast & Brunch,0
30,"Ilion village, New York",Herkimer,NY,43.018465,-74.99196,Denny's,"['American (Traditional)', 'Breakfast & Brunch', 'Diners']","['delivery', 'pickup']",American (Traditional),Breakfast & Brunch,Diners,0
31,"Ilion village, New York",Herkimer,NY,43.02815,-74.98827,HJP Cafe / Vietnamese Restaurant,['Vietnamese'],['delivery'],Vietnamese,,,0
32,"Ilion village, New York",Herkimer,NY,43.02269,-74.991804,Dunkin',"['Donuts', 'Coffee & Tea']",['delivery'],Donuts,Coffee & Tea,,0
33,"Ilion village, New York",Herkimer,NY,43.0282249,-74.9883881,The Pizza Shop,['Pizza'],[],Pizza,,,0
34,"Ilion village, New York",Herkimer,NY,43.02463,-74.98492,Borunda Asian Buffet,"['Chinese', 'Buffets', 'Asian Fusion']",['delivery'],Chinese,Buffets,Asian Fusion,0
35,"Ilion village, New York",Herkimer,NY,43.0239300108,-74.988592118,Jamrock's Island Breeze,['Caribbean'],[],Caribbean,,,0
36,"Ilion village, New York",Herkimer,NY,43.0268135070801,-74.9896545410156,Southern Adirondack Trek Erie Canal Trail,"['Hiking', 'Parks']",[],Hiking,Parks,,0
37,"Ilion village, New York",Herkimer,NY,43.024813,-74.986433,Burger King,"['Fast Food', 'Burgers']",['delivery'],Fast Food,Burgers,,0
38,"Ilion village, New York",Ilion,NY,43.0159,-75.03633,Francos Pizza,"['Italian', 'Pizza']",[],Italian,Pizza,,0
39,"Ilion village, New York",Ilion,NY,43.0156501298575,-75.0342205166816,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",['delivery'],Fast Food,Burgers,Coffee & Tea,0
40,"Ilion village, New York",Herkimer,NY,43.02201,-74.99285,Taco Bell,"['Fast Food', 'Mexican']",['delivery'],Fast Food,Mexican,,0
41,"Ilion village, New York",Herkimer,NY,43.0206149732534,-74.9911409879767,Subway,['Sandwiches'],[],Sandwiches,,,0
42,"Ilion village, New York",Frankfort,NY,43.0764408613218,-75.1032109401106,Schuyler Travel Plaza,"['Gas Stations', 'Fast Food', 'Burgers']",[],Gas Stations,Fast Food,Burgers,0
43,"Ilion village, New York",Herkimer,NY,43.0225764989613,-74.99376475811,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",['delivery'],Fast Food,Burgers,Coffee & Tea,0
44,"Ilion village, New York",Herkimer,NY,43.0266307998521,-74.99846353986,Salvatore's,"['Italian', 'Pizza']",[],Italian,Pizza,,0
45,"Ilion village, New York",Herkimer,NY,43.0220935708871,-74.9932305789022,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']","['delivery', 'pickup']",Fast Food,Chicken Wings,Chicken Shop,0
46,"Ilion village, New York",Herkimer,NY,43.02394,-74.9849799,Click's Cakes,"['Bakeries', 'Custom Cakes', 'Cupcakes']",['delivery'],Bakeries,Custom Cakes,Cupcakes,0
47,"Ilion village, New York",Herkimer,NY,43.0234713008192,-74.9912662,Pizza Hut,['Pizza'],['delivery'],Pizza,,,0
48,"Ilion village, New York",Herkimer,NY,43.02859,-74.98659,Carney's Corners,"['Pizza', 'Sandwiches']",['delivery'],Pizza,Sandwiches,,0
49,"Ilion village, New York",Frankfort,NY,43.0747451444444,-75.0980561315421,McDonald's,"['Coffee & Tea', 'Burgers', 'Fast Food']",['delivery'],Coffee & Tea,Burgers,Fast Food,0
50,"Ilion village, New York",Herkimer,NY,43.02508,-74.98518,Stoney's Tavern,['Bars'],[],Bars,,,0
51,"Ilion village, New York",Mohawk,NY,43.01058,-75.00479,Little Caesars Pizza,['Pizza'],[],Pizza,,,0
52,"Ilion village, New York",Little Falls,NY,43.040414,-74.859194,Mangia Macrina's Wood Fired Pizza,"['Pizza', 'Food Trucks']",[],Pizza,Food Trucks,,0
53,"Flemington borough, Pennsylvania",Mill Hall,PA,41.113742,-77.4828411,Curt's Smokin' Ribs,"['Barbeque', 'Pizza', 'American (Traditional)']",[],Barbeque,Pizza,American (Traditional),0
54,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13736,-77.44572,Odd Fellas,['Burgers'],[],Burgers,,,0
55,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1371899,-77.4447,The Main Street Grill,"['Seafood', 'Cocktail Bars', 'Steakhouses']",[],Seafood,Cocktail Bars,Steakhouses,0
56,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1368099,-77.44369,Texas Lunch,['Diners'],[],Diners,,,0
57,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1360733956099,-77.4441524595022,Old Corner Grill & Bottle Shop,['American (Traditional)'],[],American (Traditional),,,0
58,"Flemington borough, Pennsylvania",Mill Hall,PA,41.12016,-77.47359,Rey Azteca,"['Mexican', 'Tex-Mex']","['pickup', 'delivery']",Mexican,Tex-Mex,,0
59,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1370198,-77.4429259,Stella A's Bar And Grill,['Mediterranean'],[],Mediterranean,,,0
60,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1355133056641,-77.4515609741211,Avenue 209,"['Coffee & Tea', 'Ice Cream & Frozen Yogurt']",[],Coffee & Tea,Ice Cream & Frozen Yogurt,,0
61,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13536,-77.4482699,Broken Axe Brew House,['Gastropubs'],[],Gastropubs,,,0
62,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13422,-77.43695,Village Tavern,['Italian'],[],Italian,,,0
63,"Flemington borough, Pennsylvania",Lock Haven,PA,41.136930927391,-77.444452,Original Italian Pizza,"['Italian', 'Pizza', 'Sandwiches']",[],Italian,Pizza,Sandwiches,0
64,"Flemington borough, Pennsylvania",Lock Haven,PA,41.12585,-77.4516699,Shamrock,['Bars'],[],Bars,,,0
65,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13736,-77.44467,Leo's Italian & Specialty Foods,"['Delis', 'Italian']",[],Delis,Italian,,0
66,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1348664015532,-77.4441316723824,Dutch Haven Restaurant,"['Seafood', 'American (Traditional)']",[],Seafood,American (Traditional),,0
67,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13526,-77.45111,Hangar 9 Restaurant & Lounge,"['Steakhouses', 'Sandwiches']",[],Steakhouses,Sandwiches,,0
68,"Flemington borough, Pennsylvania",Mill Hall,PA,41.1134280143345,-77.4882691752127,Creek Side Restaurant,['American (Traditional)'],[],American (Traditional),,,0
69,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13563,-77.44437,Fox's Market House Restaurant,['American (Traditional)'],[],American (Traditional),,,0
70,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13674,-77.44287,Pizza King,['Pizza'],[],Pizza,,,0
71,"Flemington borough, Pennsylvania",Mill Hall,PA,41.10833,-77.48727,Ice Shack,"['Ice Cream & Frozen Yogurt', 'Pretzels']",[],Ice Cream & Frozen Yogurt,Pretzels,,0
72,"Flemington borough, Pennsylvania",Mill Hall,PA,41.11648,-77.485581,Haywood's On The Green,"['Venues & Event Spaces', 'Sports Bars', 'Chicken Wings']",[],Venues & Event Spaces,Sports Bars,Chicken Wings,0
73,"Flemington borough, Pennsylvania",Lock Haven,PA,41.14627,-77.42097,Second Cup,['Breakfast & Brunch'],[],Breakfast & Brunch,,,0
74,"Flemington borough, Pennsylvania",Mill Hall,PA,41.11762,-77.47444,Original Italian Pizza,"['Italian', 'Pizza', 'American (New)']",[],Italian,Pizza,American (New),0
75,"Flemington borough, Pennsylvania",Lock Haven,PA,41.124279,-77.4309998,Train Station,['American (Traditional)'],[],American (Traditional),,,0
76,"Flemington borough, Pennsylvania",Lock Haven,PA,41.12887,-77.46787,Arby's Lock Haven,"['Fast Food', 'Sandwiches']",[],Fast Food,Sandwiches,,0
77,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1374629,-77.4457074,Uncle Albert's,"['Diners', 'Bars']",[],Diners,Bars,,0
78,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1368842,-77.4443621,Shanghai Chinese Restaurant,['Chinese'],['delivery'],Chinese,,,0
79,"Flemington borough, Pennsylvania",Mill Hall,PA,41.114609,-77.479486,Sheetz,"['Convenience Stores', 'Coffee & Tea', 'Gas Stations']",[],Convenience Stores,Coffee & Tea,Gas Stations,0
80,"Flemington borough, Pennsylvania",Mill Hall,PA,41.1151899,-77.4788326,Variety Buffett,"['Buffets', 'Chinese']",[],Buffets,Chinese,,0
81,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1349254213381,-77.453735838651,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",[],Fast Food,Burgers,Coffee & Tea,0
82,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1249009,-77.4702836,Pizza Mia,['Pizza'],[],Pizza,,,0
83,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13604,-77.44279,Domino's Pizza,"['Pizza', 'Chicken Wings', 'Sandwiches']",[],Pizza,Chicken Wings,Sandwiches,0
84,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1336332559586,-77.427449002862,Piper Aviation Museum,['Museums'],[],Museums,,,0
85,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1322322422598,-77.4408513104852,Wayback Burgers,"['American (Traditional)', 'Burgers', 'Hot Dogs']",[],American (Traditional),Burgers,Hot Dogs,0
86,"Flemington borough, Pennsylvania",Mill Hall,PA,41.1153412,-77.4801025,Ruby Tuesday,"['Burgers', 'American (Traditional)']",[],Burgers,American (Traditional),,0
87,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1296079307795,-77.4611590057611,Hilltop Tavern,['Bars'],[],Bars,,,0
88,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13358,-77.4395,The Edge Bar & Grille,"['Bars', 'American (Traditional)']",[],Bars,American (Traditional),,0
89,"Flemington borough, Pennsylvania",Lock Haven,PA,41.14888,-77.4667599,Pizza City,['Sandwiches'],[],Sandwiches,,,0
90,"Flemington borough, Pennsylvania",Mill Hall,PA,41.1039438664036,-77.4845961481333,The Valley Hotel,"['American (Traditional)', 'Comfort Food']",[],American (Traditional),Comfort Food,,0
91,"Flemington borough, Pennsylvania",Lock Haven,PA,41.135805,-77.451538,Wendy's,"['Burgers', 'Fast Food']",[],Burgers,Fast Food,,0
92,"Flemington borough, Pennsylvania",Mill Hall,PA,41.17048,-77.480891,Forty & Eight Chateau 903,['Seafood'],[],Seafood,,,0
93,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1371126217092,-77.4468684,Subway,['Sandwiches'],[],Sandwiches,,,0
94,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13438,-77.4534,Dunkin',"['Donuts', 'Coffee & Tea']",[],Donuts,Coffee & Tea,,0
95,"Flemington borough, Pennsylvania",Jersey Shore,PA,41.203932,-77.266221,Real Taste Food Truck,"['Food Trucks', 'Mexican']",[],Food Trucks,Mexican,,0
96,"Flemington borough, Pennsylvania",Mill Hall,PA,41.0584107,-77.4548065,Belles Springs Golf Course,['Golf'],[],Golf,,,0
97,"Flemington borough, Pennsylvania",Lock Haven,PA,41.1365,-77.449664,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']",['pickup'],Fast Food,Chicken Wings,Chicken Shop,0
98,"Flemington borough, Pennsylvania",Mifflinburg,PA,40.91689,-77.04864,Gable House Bakery,"['Bakeries', 'Desserts', 'Custom Cakes']",[],Bakeries,Desserts,Custom Cakes,0
99,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13708,-77.44666,Party Nation,"['Party Equipment Rentals', 'Ice Cream & Frozen Yogurt', 'Balloon Services']",[],Party Equipment Rentals,Ice Cream & Frozen Yogurt,Balloon Services,0
100,"Flemington borough, Pennsylvania",Lock Haven,PA,41.137069139447,-77.4451881036686,Samantha's Kitchen,"['Custom Cakes', 'Desserts']",[],Custom Cakes,Desserts,,0
101,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13832,-77.44445,Fallon House,"['Lounges', 'Dance Clubs']",[],Lounges,Dance Clubs,,0
102,"Flemington borough, Pennsylvania",Lock Haven,PA,41.14455,-77.42385,Pizza House,['Pizza'],[],Pizza,,,0
103,"Flemington borough, Pennsylvania",Lock Haven,PA,41.13708,-77.44666,That's the Scoop Video Music & Ice Cream,"['Videos & Video Game Rental', 'Ice Cream & Frozen Yogurt', 'Music & DVDs']",[],Videos & Video Game Rental,Ice Cream & Frozen Yogurt,Music & DVDs,0
104,"Flemington borough, Pennsylvania",Bellefonte,PA,40.9145899,-77.7756,Brazilian Munchies,"['Food Trucks', 'Brazilian']",['delivery'],Food Trucks,Brazilian,,0
105,"Berkeley city, Missouri",Florissant,MO,38.795274,-90.325512,Hendel's,"['American (New)', 'Cocktail Bars', 'Wine Bars']","['delivery', 'pickup']",American (New),Cocktail Bars,Wine Bars,0
106,"Berkeley city, Missouri",Florissant,MO,38.793003,-90.342248,Pearl Cafe,['Thai'],"['delivery', 'pickup']",Thai,,,0
107,"Berkeley city, Missouri",Ferguson,MO,38.7358716890712,-90.3019494405124,Drake's Place,"['American (New)', 'Comfort Food']",['delivery'],American (New),Comfort Food,,0
108,"Berkeley city, Missouri",Ferguson,MO,38.740239,-90.302975,Cathy's Kitchen,"['American (New)', 'Seafood', 'Mexican']","['delivery', 'pickup']",American (New),Seafood,Mexican,0
109,"Berkeley city, Missouri",Florissant,MO,38.794025,-90.3416248,Thai Kitchen - Florissant,['Thai'],"['delivery', 'pickup']",Thai,,,0
110,"Berkeley city, Missouri",St. Louis,MO,38.7416062,-90.3647792,Wingtips Lounge,"['Airport Lounges', 'Lounges']",[],Airport Lounges,Lounges,,0
111,"Berkeley city, Missouri",Saint Louis,MO,38.713298,-90.354098,Chuck A Burger,"['Burgers', 'Diners', 'American (Traditional)']",['delivery'],Burgers,Diners,American (Traditional),0
112,"Berkeley city, Missouri",Saint Ann,MO,38.738368,-90.370733,Bandana's Bar-B Q - St. Ann,['Barbeque'],['delivery'],Barbeque,,,0
113,"Berkeley city, Missouri",Saint Ann,MO,38.7269865201464,-90.3973213210702,Sweet Spot Cafe,"['Cafes', 'Breakfast & Brunch', 'Donuts']","['delivery', 'pickup']",Cafes,Breakfast & Brunch,Donuts,0
114,"Berkeley city, Missouri",Saint Louis,MO,38.7294322432695,-90.3854744014415,Busloop Burgers,['Burgers'],"['delivery', 'pickup']",Burgers,,,0
115,"Berkeley city, Missouri",St. Louis,MO,38.6905061,-90.3817775,Sides Of Seoul,['Korean'],['delivery'],Korean,,,0
116,"Berkeley city, Missouri",Saint Louis,MO,38.6993947,-90.3623691,Chef Ma's Chinese Gourmet Restaurant,"['Cantonese', 'Noodles', 'Soup']",['delivery'],Cantonese,Noodles,Soup,0
117,"Berkeley city, Missouri",St. Louis,MO,38.74946,-90.3357599,OL' Henry Restaurant,"['Soul Food', 'Southern']",['delivery'],Soul Food,Southern,,0
118,"Berkeley city, Missouri",Saint Louis,MO,38.70245,-90.36225,Chimi's Fresh-Mex,"['Mexican', 'Tex-Mex']",['delivery'],Mexican,Tex-Mex,,0
119,"Berkeley city, Missouri",Saint Louis,MO,38.6885047373717,-90.3746734187007,Haveli Indian Restaurant,"['Indian', 'Buffets', 'Beer, Wine & Spirits']","['delivery', 'restaurant_reservation', 'pickup']",Indian,Buffets,"Beer, Wine & Spirits",0
120,"Berkeley city, Missouri",Hazelwood,MO,38.78741,-90.35036,Kaslik Mediterranean Cuisine,"['Mediterranean', 'Lebanese']",['delivery'],Mediterranean,Lebanese,,0
121,"Berkeley city, Missouri",St Louis,MO,38.735198,-90.357241,Golden Pancake,"['American (Traditional)', 'Pancakes']",['pickup'],American (Traditional),Pancakes,,0
122,"Berkeley city, Missouri",Saint Louis,MO,38.6906491,-90.3819558,O! Wing Plus,"['Fast Food', 'Chicken Wings']",['delivery'],Fast Food,Chicken Wings,,0
123,"Berkeley city, Missouri",Saint Louis,MO,38.730554,-90.3573003,Erio's Pizza & Restaurant,['Pizza'],['delivery'],Pizza,,,0
124,"Berkeley city, Missouri",Berkeley,MO,38.7303846,-90.344707,Waffle House,"['Breakfast & Brunch', 'American (Traditional)', 'Waffles']",['delivery'],Breakfast & Brunch,American (Traditional),Waffles,0
125,"Berkeley city, Missouri",Saint Louis,MO,38.7378251557967,-90.3556408844315,Vino Volo,"['Wine Bars', 'Tapas/Small Plates']",['delivery'],Wine Bars,Tapas/Small Plates,,0
126,"Berkeley city, Missouri",Saint Louis,MO,38.7025187,-90.3366412,Maria's Deli,['Delis'],"['delivery', 'pickup']",Delis,,,0
127,"Berkeley city, Missouri",Ferguson,MO,38.73738,-90.30192,Faraci Pizza,"['Pizza', 'Italian']",['delivery'],Pizza,Italian,,0
128,"Berkeley city, Missouri",Saint Louis,MO,38.690494,-90.386743,Taqueria Durango,['Mexican'],['delivery'],Mexican,,,0
129,"Berkeley city, Missouri",Florissant,MO,38.7901675,-90.3223829,Fritz's Frozen Custard,['Ice Cream & Frozen Yogurt'],[],Ice Cream & Frozen Yogurt,,,0
130,"Berkeley city, Missouri",Saint Louis,MO,38.72106,-90.36814,Big Jay's Fish Chicken & Shrimp,"['American (Traditional)', 'Fast Food', 'Seafood']",['delivery'],American (Traditional),Fast Food,Seafood,0
131,"Berkeley city, Missouri",Saint Louis,MO,38.708758,-90.3177,Breakaway Cafe,"['American (Traditional)', 'Italian']",['delivery'],American (Traditional),Italian,,0
132,"Berkeley city, Missouri",Ferguson,MO,38.7468222,-90.3130674,Ofure Palace,['African'],"['delivery', 'pickup']",African,,,0
133,"Berkeley city, Missouri",Hazelwood,MO,38.7878014,-90.3494625,Kelly's Donuts,"['Donuts', 'Breakfast & Brunch']",[],Donuts,Breakfast & Brunch,,0
134,"Berkeley city, Missouri",Florissant,MO,38.783,-90.31542,Pirrone's Pizzeria,"['Pizza', 'Venues & Event Spaces', 'Sandwiches']","['delivery', 'pickup']",Pizza,Venues & Event Spaces,Sandwiches,0
135,"Berkeley city, Missouri",Hazelwood,MO,38.7825392,-90.3846362,Tony's Donuts,"['Donuts', 'Juice Bars & Smoothies', 'Sandwiches']",['delivery'],Donuts,Juice Bars & Smoothies,Sandwiches,0
136,"Berkeley city, Missouri",St. Louis,MO,38.7366952974227,-90.3541281756427,The Pasta House,"['Italian', 'Pasta Shops']",[],Italian,Pasta Shops,,0
137,"Berkeley city, Missouri",Florissant,MO,38.79897117,-90.3190036,Cugino's,"['Pizza', 'Sports Bars', 'American (Traditional)']","['delivery', 'pickup']",Pizza,Sports Bars,American (Traditional),0
138,"Berkeley city, Missouri",Ferguson,MO,38.739153559483,-90.303203612566,Montrey's Cigar Lounge,"['Bars', 'Head Shops']",[],Bars,Head Shops,,0
139,"Berkeley city, Missouri",Saint Louis,MO,38.71779,-90.26102,Roper's Ribs,['Barbeque'],['delivery'],Barbeque,,,0
140,"Berkeley city, Missouri",St.Ann,MO,38.736872,-90.39882,First Watch,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)']",[],Breakfast & Brunch,Cafes,American (Traditional),0
141,"Berkeley city, Missouri",Florissant,MO,38.80451,-90.30697,Simply Thai Restaurant,['Thai'],['delivery'],Thai,,,0
142,"Berkeley city, Missouri",Saint Louis,MO,38.73798,-90.36321,Lombardo's Restaurant,['Italian'],"['delivery', 'pickup']",Italian,,,0
143,"Berkeley city, Missouri",Saint Louis,MO,38.7402946,-90.3031548,Vincenzo's,['Italian'],['delivery'],Italian,,,0
144,"Berkeley city, Missouri",University City,MO,38.6742249,-90.3584596,De Palm Tree,"['Caribbean', 'Sandwiches', 'Seafood']","['delivery', 'pickup']",Caribbean,Sandwiches,Seafood,0
145,"Berkeley city, Missouri",Saint Ann,MO,38.73011,-90.38157,The Waiting Room Bar & Venue,"['Bars', 'Venues & Event Spaces']",[],Bars,Venues & Event Spaces,,0
146,"Berkeley city, Missouri",Bridgeton,MO,38.73895,-90.39721,Massa's,"['Italian', 'Pizza']",['delivery'],Italian,Pizza,,0
147,"Berkeley city, Missouri",St. Louis,MO,38.7375316088537,-90.3573307841488,Three Kings Public House,['Gastropubs'],[],Gastropubs,,,0
148,"Berkeley city, Missouri",Florissant,MO,38.7813847920496,-90.3237579413547,Doozles Frozen Custard,"['Ice Cream & Frozen Yogurt', 'Desserts']",['delivery'],Ice Cream & Frozen Yogurt,Desserts,,0
149,"Berkeley city, Missouri",Breckenridge Hills,MO,38.7107,-90.36099,Nick & Elena's Pizzeria,"['Pizza', 'Italian']",['delivery'],Pizza,Italian,,0
150,"Berkeley city, Missouri",Saint Louis,MO,38.736352,-90.35363,Schlafly Beer Bar & Grill,"['American (Traditional)', 'Beer Bar']",[],American (Traditional),Beer Bar,,0
151,"Berkeley city, Missouri",St Louis,MO,38.6911465,-90.3873544,"Saint Louis Halal Meat, Grocery & Foods - Baba's Restaurant","['Indian', 'Pakistani', 'Halal']","['delivery', 'pickup']",Indian,Pakistani,Halal,0
152,"Berkeley city, Missouri",Saint Louis,MO,38.674526,-90.35774,Pho Long,['Vietnamese'],['delivery'],Vietnamese,,,0
153,"Berkeley city, Missouri",Florissant,MO,38.8144327117738,-90.3452257580414,The Spot House,"['Vietnamese', 'Sandwiches', 'Bars']",[],Vietnamese,Sandwiches,Bars,0
154,"Berkeley city, Missouri",Florissant,MO,38.792988,-90.267291,Angelo's Pizzeria,"['Pizza', 'Italian']",['delivery'],Pizza,Italian,,0
155,"Berkeley city, Missouri",St. Louis,MO,38.68478,-90.40365,Saint Louis Kolache,"['Breakfast & Brunch', 'Coffee & Tea']","['delivery', 'pickup']",Breakfast & Brunch,Coffee & Tea,,0
156,"Berkeley city, Missouri",Saint Louis,MO,38.6744728088379,-90.3584060668945,Nobu's Japanese Restaurant,"['Japanese', 'Sushi Bars']",['delivery'],Japanese,Sushi Bars,,0
157,"Berkeley city, Missouri",Saint Louis,MO,38.70394,-90.36194,George Rivolo Diner,['Diners'],"['delivery', 'pickup']",Diners,,,0
158,"Berkeley city, Missouri",Saint Louis,MO,38.6919289,-90.3947754,Ms. Piggies Smokehouse,"['Barbeque', 'Smokehouse']","['delivery', 'pickup']",Barbeque,Smokehouse,,0
159,"Berkeley city, Missouri",St. Louis,MO,38.720875,-90.369962,TKO Grill,['Barbeque'],['delivery'],Barbeque,,,0
160,"Berkeley city, Missouri",Florissant,MO,38.7973862282701,-90.3371422737837,Chimi's Fresh Mex,['Mexican'],['delivery'],Mexican,,,0
161,"Berkeley city, Missouri",Saint Louis,MO,38.700439453125,-90.3699188232422,Skeeters Frozen Custard,['Ice Cream & Frozen Yogurt'],['delivery'],Ice Cream & Frozen Yogurt,,,0
162,"Berkeley city, Missouri",Hazelwood,MO,38.7707138061523,-90.3349914550781,Sun Restaurant,['Chinese'],['delivery'],Chinese,,,0
163,"Berkeley city, Missouri",Florissant,MO,38.8050519643508,-90.3616426499241,China Wok,['Chinese'],['delivery'],Chinese,,,0
